,text,id,category
1035,"GE JGP970SEKSS Profile 36"" Stainless Steel Gas Sealed Burner Cooktop
This stovetop is beautiful, however it is ANYTHING but easy to clean. I would say it's easier to wax your car than to clean this stovetop. Save yourself a lot of anguish, buy something else.",R2D22MKPMALMEJ,Major_Appliances_v1_00
1036,"Aluminum Range Hood Filter - 9 7/8"" X 11 11/16"" X 3/8"" (2 Pack)
Looks/Built, just like the original. Could not get the original cleaned anymore after 15 years.<br />This was inexpensive. Glad I didnt waste my time trying to clean the originals.",RMVS824O7BXGD,Major_Appliances_v1_00
1037,"Broan 883001 Under-Cabinet Range Hood
Hood installed easily. The vent pumps a lot of air outside -- way more efficient than the over the range microwave we used to have. This is a well made vent. Highly recommended!!",RL1RXYSTY95P8,Major_Appliances_v1_00
1038,"EdgeStar 6 Place Setting Countertop Portable Dishwasher
Love, love ,love this dishwasher. Not sure how I did without it for so long. you won't be sorry Easy hook-up,and quiet to run. Dishes are so clean .<br />Absolutely perfect!!! :))",RLMIIN7JCH4G8,Major_Appliances_v1_00
1039,"GE Microwave Glass Turntable Plate / Tray 12 1/2 "" WB49X10069
It works, however I believe I bought the wrong plate for my particulate microwave. It fits but just not a 100 percent match in the middle, however it spins and is high quality so I cannot complain.",R18G947P7U8X2R,Major_Appliances_v1_00
1040,"KitchenAid Superba Architect II KUDS35FXSS Fully Integrated Dishwasher - Stainless Steel
had it 2 years. its leaked . plastic clips have now broke. quit using the heat dry a year ago due to reading about the plastic breaking inside. now its happened. it is a piece of s***.",R34E3R02P3B3T1,Major_Appliances_v1_00
1041,"PRO Clothes Washer Motor Coupling Coupler For Whirlpool 285753, PS1485646, AP3963893
I ordered this one seeing the reviews that they received 285753 - without the metal insert, but i just got mine yesterday and they sent one WITH the metal insert - 285753A. Now i gotta return it.",R11QWIT00V0S6A,Major_Appliances_v1_00
1042,"Assurant 2-Year Kitchen Appliance Protection Plan ($200-$249.99)
It is a plan, what else can I say about it. I advise everyone purchasing these compact washing/spinning machines to purchase one.  They are needed, some units breakdown after 6 months or so.",R3IDF50GK60BR1,Major_Appliances_v1_00
1043,"Zephyr 36W in. Tamburo Under Cabinet Range Hood
Looks nice enough, but pretty light sheet metal. Easy to bend and twist.<br />I would have liked a bit heavier metal for the price.<br />Take the plastic off before you install it.",RFKE2MPBYL5NN,Major_Appliances_v1_00
1044,"KOBE Range Hoods CH2230SQB-1 Under Cabinet Hood 6-Speed
Look Nice, easy to install but a bit noisy, minor scratches on the top when opened the box and it doesn't come with any hardware for installation such as screws and electrical plug.",R3KVKLML534FLT,Major_Appliances_v1_00
1045,"Keystone KSTRC43BW Energy Star Compact Refrigerator with Freezer Compartment, 4.4 Cubic Feet, White
Good mini fridge, but my product came damaged when I received it. It's probably due to the handling of the shipper though. One problem is that all of the innards are exposed...",R1PHB4O0Y2SJPN,Major_Appliances_v1_00
1046,"Broan 422401D Under-Cabinet Range Hood with Damper
Good Product. Just a reminder when ordering. Make sure you order the right vent pipe size, that matches what you have in diameter. I completely forgot about that and had to buy additional pipe.",R17Y0BMRXDM1JL,Major_Appliances_v1_00
1047,"SPT RF-244SS Compact Refrigerator, Stainless, 2.4 Cubic Feet
I can't speak of how this works because I can't use it as hoped. The product dimensions stated in the description are not accurate and its too large for the space I have for it.",R1C0UKFR7MCP38,Major_Appliances_v1_00
1048,"Midea WHS-160RB1 Compact Single Reversible Door Refrigerator and Freezer, 4.4 Cubic Feet, Black
Small penny size dent but everything works fine and comes with a 1 year warranty. I was happy to get it and im happy now.  I love it!! Its bigger than i thought. It has a lot of room in it",R15RY36NA71YXO,Major_Appliances_v1_00
1049,"Genuine Viking PA020048 Invensys 0+6 Re-ignition Spark Module
My range was having intermittent problems with the spark ignition. I guessed this part was what was going bad. Guessed right and replaced with this part. It works great. Everything back to normal.",RAPXHEUM6TEQ7,Major_Appliances_v1_00
1050,"Whirlpool GH7208XRS Gold 2.0 Cu. Ft. Stainless Steel Over-the-Range Microwave
This is actually an unsafe product.  The Microwave exploded while warming a small cup of water shooting all the contents across my kitchen,  Whirlpool refused to take the issue seriously.",R2IZCIHO0NW5A8,Major_Appliances_v1_00
1051,"Panda Portable Compact Laundry Dryer Apartment Size 110v Stainless Steel Tumble
I like this little machine, it's not as fast as a tumble dryer, but it does the trick. Don't really like the dial being on the floor, that could have been better designed.",R4CWRNOA61W7T,Major_Appliances_v1_00
1052,"Set of 4 Seasonal Dishwasher Magnet Art Easter Americana Valentine's Day St. Patrick's Day
Love these Magnets!  They are very cheerful and colorful!!!  Wipe clean easily and they look really nice on the dishwasher!!!  :)  They add a nice pop of color to your kitchen!!!",RQ1EB1H736NM7,Major_Appliances_v1_00
1053,"Eureka 30"" 30-inch Under-cabinet Stainless Steel Range Hood - Uc30
Only problem is that the lights are toward the back so it does not illuminate the cooking area as well as I would like but a good quality and option for the price.",R361VEQ6IVZ08Y,Major_Appliances_v1_00
1054,"Water Sentinel WSL-3 Water Filter Replaces LT700P, ADQ36006101, ADQ36006101-S, ADQ36006101S, ADQ36006102, ADQ36006102-S,
Seems to work fine...direct replacement and lasts a long time.  I must qualify that by saying that we don't have particularly bad water in the first place.",RLGF8S3XO2ZHY,Major_Appliances_v1_00
1055,"Broan-Nutone HCK44 Power Cord Kit For Range Hood
worked on my Broan kitchen exhaust fan, allowed me to plug this fan into a outlet instead of direct wire, and the next homeowner will have a outlet for that or microwave.",R15CFS2CRHUOJI,Major_Appliances_v1_00
1056,"Midea WHD-113FB1 Compact Reversible Double Door Refrigerator and Freezer, 3.1 Cubic Feet, Black
I wish it were bigger but its performed great. No problems, holds most ites. Not much room for drinks outside the can section so beer bottles take up a lot of space.",R2ZK0M0Q9BRFN8,Major_Appliances_v1_00
1057,"Deflecto Dryer Lint Trap Kit, Supurr-Flex Flexible Metallic Duct
As others have said, it does add some lint to the air. We use it in winter to add heat and humidity to our dry air.  Once the weather changes, we switch back to a basement vent.",R3FD5L4BEHKTUC,Major_Appliances_v1_00
1058,"Haier HLP21N 6.6-Pound Pulsator Wash with Stainless Steel Tub
Loved it. Worked great. Only small loads but was wonderful.  lived on the second floor and could was dressy work clothes without leaving the house was a great plus.  Never had a problem with it.",R2GQG1TULDILNQ,Major_Appliances_v1_00
1059,"Air King AX130 160 CFM 30 Inch Wide Under Cabinet Range Hood with 2 Speeds and A,
Great product... was skeptical sat first however the fit, finish and function were outstanding. Instructions were simple and direct. Great product for the money. Highly recommend.",R1BSOZDG7FSAVE,Major_Appliances_v1_00
1060,"Whirlpool 691581D DRYER DOOR SWITCH LEVER
This part was very easy to install. Only 6 screws had to come off on the model dryer i have. Has been working great since i installed it a month ago after the original broke off.",R1UONPFBHLVDUO,Major_Appliances_v1_00
1061,"GE Part Number WB48X10056 Broiler Pan&Rack Large 12-3/4 x 16-1/2
Arrived in perfect condition.  Nice size for normal sized ovens.  Cleans up pretty easy, a lot easier than the wire rack type pan I was using to broil on.",R1UWWN8G21IYLW,Major_Appliances_v1_00
1062,"Whirlpool Part Number 347207: Switch, Door
I ordered this replacement part and it fit perfectly.  The new bracket that shipped with it fit perfectly as well.  It was easy to install my dryer is back up and running again.",R2EKQ6VKCVM5B2,Major_Appliances_v1_00
1063,"Golden Vantage Stainless Steel 30"" Euro Style Wall Mount Range Hood LED TOUCH SCREEN W/Baffle Filter GV-H703C-B30
The pipe to vent outside is two pieces not just one. The design needs to be reworked a bit. The glass and fan work awesome and the lower part looks great! Just the upper looks cheap.",R10L0U6RN0NFTH,Major_Appliances_v1_00
1064,"NewAir AW-121E 12-Bottle Thermoelectric Wine Cooler
Now that my kitchen renovations are complete the wine fridge is a wonderful addition. It's great to have my favorites wined cooled and ready whenever I am. Great value!",R373HHK94THG1P,Major_Appliances_v1_00
1065,"Eureka 30"" Stainless Steel Wall Mount Range Hood
This hood looks great in my new kitchen moves a lot more air then I expected it was easy to install and comes with everything you need. For the price I paid I am happy with the product I got",R1MKFYMUV6YWYB,Major_Appliances_v1_00
1066,"GE CSA1201RSS Cafe Advantium 1.7 Cu. Ft. Stainless Steel Over-the-Range Microwave - Convection
2nd one received damaged  they are suppose to be new  and I keep receiving damaged. We really. Needed this in. I have paid 2 times to have someone come out and install it",R1IM77YUUMBHZA,Major_Appliances_v1_00
1067,"Wine Enthusiast 272 03 07 Silent 6 Bottle Touchscreen Wine Cooler, Black
Love this mini wine fridge! It fits perfectly on our counter top underneath the cupboard. Great quality for a fantastic price. I will definitely recommend this to all my friends.",RDLTH9N7D10Z1,Major_Appliances_v1_00
1068,"Broan  Pro-Style 36-Inch Range Hood
It's a very stylish range hood but haven't used enough to comment on the performance. I will say the one of the two Halogen bulbs blew within 2 hours of installation",R90AO4RU7CF2C,Major_Appliances_v1_00
1069,"WB48K5019 WB48T10095 GE Hotpoint Kenmore Oven Rack
This fit our oven perfectly. It was ever so slightly shorter (font to back, not side to side) than our original racks but doesn't seem to make a noticeable difference.",R1EIKI345RX6B6,Major_Appliances_v1_00
1070,"Danby DCF038A1WDB1 Chest Freezer, 3.8 Cubic Feet, White
So far so good,we have only had a month.It is somewhat smaller than I wanted but my my family member is happy with it for now.Will buy bigger freezer in future.",R3NO5NRODF7AZ5,Major_Appliances_v1_00
1071,"Broan Economy 36-Inch Four-way Convertible Under-Cabinet Mount Range Hood
It was suppose to be vented, even paid more for that option but it also came with the vent in the front which blows out also . Had to put tape up over it to keep from air blowing into your face.",R2ZU1FF1Y7M8TH,Major_Appliances_v1_00
1072,"10 Washing Machine Lint Traps Aluminum Mesh With Clamps
If your washer drains into a sink, you need these.  They work great.  When I'm feeling especially cheap, I clean the lint out, but usually I just toss them and replace with fresh.",R1X269IXEIYIUC,Major_Appliances_v1_00
1073,"Keystone KSTRC24CBU Compact Refrigerator with Wipe-Off Board Front, 2.4 Cubic Feet, Black
The fridge came with lovely scratches all over it!  the hinge on top of the door was broken. I'm so sad now.... I waited a week for this birthday present. sending it back &#60;3",R9UAV3BIV47PC,Major_Appliances_v1_00
1074,"Samsung Counter Top Microwave
Fantastic microwave. I bought it to replace a PoS GE micro that failed in less than a year. Very powerful, very intelligent settings and very attractive.",R24043XL4797KY,Major_Appliances_v1_00
1075,"SAMSUNG NX58H9950WS Slide-In Gas Range with 5 Sealed Burners, 30-Inch, Stainless Steel
super nice oven. my favorite function is that it has a probe on the inside you can put in your food and cook it to temperature. never have to over or under cook anything.",ROG9AXAEUMQ7A,Major_Appliances_v1_00
1076,"GE CGP350SETSS Cafe 30"" Stainless Steel Gas Sealed Burner Cooktop
High end gas cooktop, expensive but very nice.  I read the reviews about the knobs being easy to break off when removing them.  I've had them off once (with care) and I didn't have any issues.",R2NSQU6BSIEALU,Major_Appliances_v1_00
1077,"EdgeStar 21 Bottle Dual Zone Stainless Steel Wine Cooler - Stainless Steel
I added a air flow fan to the cabinet where this fits. This will reduce overheating. Hopefully, it will live past two years. We want it to as it a great shape and format.",RN1U1RSD406U5,Major_Appliances_v1_00
1078,"Whirlpool Part Number JEA7000ADS: MODULE
Works well, fit right into my S136 stove top.  The drip pans could have been fuller and heavier but it does the job and makes my stove look much better.",R1U3GYMT29Y8JF,Major_Appliances_v1_00
1079,"EasyGoDryer - Portable Electric Air Drying Clothes Dryer
I like the product, works better than I expected. It is not very loud. I would give it 5 stars but I paid for SAME DAY DELIVERY and got it the next day.<br />I would recommend this product.",R32ZNX5R99JT66,Major_Appliances_v1_00
1080,"Bosch HCP30651UC 30 Inch Pyramid Canopy Chimney Hood with 600 CFM Blower,
Is efficient but loud air removal. I don't like that fact that it burns out lights so quickly. Barely a month or two of life per bulb before they need replacing.",R9PF0ODX1YMC,Major_Appliances_v1_00
1081,"Supco Replacement for Samsung DA29-00003G Filter
I recently tried to install this filter, upon installation it began to leak. I am not happy with this product and would certainly hope that the supplier is willing to replace it.",R2EVS79S1IQY7K,Major_Appliances_v1_00
1082,"Keystone KSTRC312BB Energy Star Compact 2-Door Refrigerator/Freezer, 3.1 Cubic Feet, Black
This appeared to be a nice unit from the start and did meet our needs for about a year, when it just suddenly stopped working.  I would not recommend this product to others.",R38RRWIH2IHDRC,Major_Appliances_v1_00
1083,"Smart Choice 5' ProCoat Dishwasher Installation Kit with Power Cord
So far so good.  Haven't got the dishwasher yet, but everything looks good in the package.  We are hoping to plug the dishwasher into the outlet ABOVE the counter.",R2GASDDT6JRS4K,Major_Appliances_v1_00
1084,"Gap Cap for Stovetops by Miles Kimball
It moves around too much on top of stove in the crack between the stove and the counter.  There should be a better way of fastening it - greater length? magnetic strip? expansion system in crack?",R13VEYGL2CB283,Major_Appliances_v1_00
1085,"GE GTWN8250DWS 4.8 Cu. Ft. White Top Load Washer - Energy Star
Terrible. Shuts down 9/10 times. Have to restart or do a rinse and spin. My 15 year old Roper worked better. Very disappointed. Can't give 0 stars or I would.",RUF04LX0DHXOH,Major_Appliances_v1_00
1086,"Broan 403001 ADA Capable Under-Cabinet Range Hood
Perfect, I could not find filters for my vent.  So I had spent more in filters than a new vent.  Easy to install and have 2 replacement filters from previous purchase.",R1OGCAJ1EQC8UG,Major_Appliances_v1_00
1087,"Maytag MVWB980BW 4.8 Cu. Ft. White Top Load Washer - Energy Star
washer was great for the first two years.  now it will cost more than half the price of a new one to fix it.  as I read message boards, it turns out this washer is a lemon.  stay away.",R1ARWWZ5Z97HDF,Major_Appliances_v1_00
1088,"DGI MART Practical Kitchen Use Accessories 12-Cavity Flowers Shaped Ice Chocolate Sugar Cake Silicone Mini Cube Tray
Great, handy and festive ! Currently using for ice cubes. Easy in, easy out. Phoenix temps require lots of cold drinks to keep us hydrated and cool. These are super great. Give them a try!",R186AEEVK1EDSD,Major_Appliances_v1_00
1089,"SPT RF-334SS Compact Refrigerator, 3.3 Cubic Feet, Stainless Steel, Energy Star
Really nice refrigerator, very quiet, can't even hear that it is on, arrived without any damage what so ever. Very pleased to have this addition to my office.",R2VK9NEB9MO52L,Major_Appliances_v1_00
1090,"Frigidaire WF3CB PureSource3 Refrigerator Water Filter (2-Pack)
Picture did not show groves in the back of the filter and length of the filter. The correct one is 3 inches longer and had only one rectangular protrusion.",R29T01LBVR15E9,Major_Appliances_v1_00
1091,"Broan 36W in. Ventless Under Cabinet Range Hood
Good looking range too but it's too flimsy. It's not heavy duty stainless steel. It will be on top of the range so I guess it's ok that it's little on the lighter side.",R3V4JSCGSDNEKY,Major_Appliances_v1_00
1092,"(3-Pack) - GE RPWF Compatible Refrigerator Water and Ice Filter by Zuma Filters
GE RPWF compatible refrigerator water ZUMA Filters. Would recommend this product, what I paid for one previously I now have three for almost the same price. Great Deal.",R2YJP9YOH0BOX1,Major_Appliances_v1_00
1093,"SPT SD-9241W Energy Star Portable Dishwasher, 18-Inch, White
I bought this unit after reading the reviews. They are accurate. We are enjoying our new machine. It does leave a few drips on the floor after running, but nothing major and easy to mop up.",R2HL6XOY6MOWZ1,Major_Appliances_v1_00
1094,"24-bottle Double-Door Dual-Zone Thermo-Electric Wine Cooler with Heating
Just got a brand new unit.  I can't get it below 60 degrees (either side) and it puts out a TON of heat (the unit is warm to the touch).  Doesn't seem normal.",RWCD72V21SOC4,Major_Appliances_v1_00
1095,"GOLDEN VANTAGE 36"" European Style Wall Mount Stainless Steel Range Hood Vent Swiping Sensor Control GV-H703N-36
This hood is very impressive not only for it's great looks but for it's functionality as well. We've received many compliments on it and the price was very reasonable.",RDVWTQVTETF71,Major_Appliances_v1_00
1096,"Whirlpool 8269144A Drain Hose for Dishwasher
As advertised. This is the OEM product so if you looking for a Whirlpool 8269144A Drain hose this is a good price point.<br /><br />Thanks,<br /><br />Gadget",R3P7X9CU20KCNJ,Major_Appliances_v1_00
1097,"Dishwasher Instant Peel and Stick Stainless Steel 26"" X 36""
This was terrible stuff----two people tried to put this on----when we got done it looked like it was wrapped in duck tape.  When we took it off the paint came off with it.  What a mess.",RV4J5468VJZYV,Major_Appliances_v1_00
1098,"Super Sachi Hot/Cold 50-Can Insulated Cooler Tote Bag Leak-Proof Picnic Black
Sturdy, roomy, and holds a chill nicely. All the seams are well finished and sealed, and the fabric is substantial. Excellent for transporting cold groceries in my semi-tropical climate!",R37V6SJFH4VDGU,Major_Appliances_v1_00
1099,"OPCC 2PC Delicates Thicken Washer or Washing Bag Triangle&Round Wash Bag, pink Bra Wash Laundry Portable Mesh Bag with Plastic Frame Construction
What a waste of money, the seams busted open upon first use and neither even stayed zipped.  My bras became all tangled around the bags.  Very poorly  constructed",R2FIZPDZ5BL8XU,Major_Appliances_v1_00
1100,"Whirlpool Part Number 628135: Module. Assembly
check your water valve to see if it leaks this causes tube to freeze which will get this motor stuck and will stop working quick other than that it works well if tube does not freeze",R2PO7D4QB3DST3,Major_Appliances_v1_00
1101,"GE PGP989SNSS Profile 30"" Stainless Steel Gas Sealed Burner Cooktop - Downdraft
Burners came installed incorrectly, our gas company corrected. Otherwise stove works good, looks nice. Unfortunately with the burners backwards we had no simmer on any burner when first used.",R33OSCO456B29S,Major_Appliances_v1_00
1102,"Broan 36W in. QT Under Cabinet Range Hood
This is a nice looking product but poor quality.  It arrived quickly but both front corners had a gap where the seams were mitered and not joined.  Returned it the next day.",R16S4D3HM5UB73,Major_Appliances_v1_00
1103,"GE Cafe CGP650SETSS 36"" Built-In Gas Cooktop
Looks great, easy to install. One star off because it takes a long time for griddle to heat up and it doesn't get as hot as I would want. I would buy it again as it is great having 5 burners.",R1PWZBA3FEA608,Major_Appliances_v1_00
1104,"RANG EB40 Non-Ducted Filter, Broan Elite Type: Charcoal Fits Hood Series: RM50000, RMP17004
These filters are not cheap, especially considering they need to be replaced routinely. It is easy enough to find new filters at a fraction of this price on eBay.",R1KLM1LLHCNB6J,Major_Appliances_v1_00
1105,"Cuisinart Private Reserve Wine Cellar
All wine bottles do not fit in the slots.  I had to remove racks to chill some bottles.  Temp light brightens the entire space.  Had to cover to keep from out shining the other lights in the room.",R3QLWJLS4WCATO,Major_Appliances_v1_00
1106,"LG LMXS27626S French Door Refrigerator, 27.0 Cubic Feet, Stainless Steel
We are very pleased with our new LG refrigerator<br />Ice maker is quick and hidden in the door.<br />Having two freezer door make it easy for us to find stuff easy.",R3YSVLGCREH7H,Major_Appliances_v1_00
1107,"Versonel VSL1500H6E 6 Element Portable Quartz Infrared Heater with Remote, 1500W, Black
I like this heater,Ihave a large tv room(25x13)and it keeps it warm and cozy,it's the only heat in the room.I like the way it cuts off when the room reaches the temp set on the stove.",RBZHVBDBDGC4L,Major_Appliances_v1_00
1108,"Miele : Dishwasher Conditioner 8.5 oz (06848160 / 09042920)
my dishwasher looks new.  I am not sure what it does that cleaned it out so well. I am hoping it will condition the innards in order to get a better working clean dish and glasses.",RY9C9V6XVBE7H,Major_Appliances_v1_00
1109,"Windster Hood WS-5830SS Residential Stainless Steel Under Cabinet Range Hood, 30-Inch
This hood is fantastic! Our installer even said it's the nicest unit he's ever installed. The LED lights are nice and bright and the fans really suck! It's pretty too.. We love it.",RPCG797S8ZE2H,Major_Appliances_v1_00
1110,"Versonel VSL18RTC3R Portable Garage Toolbox Refrigerator, 1.8 Cubic Feet, Fridge Red
Just bought this for my husband and he loves it.  This is great frig with the drawers.  Plenty of space.  Now all the other men in the neighborhood want one...",R2O0H3NG2FQK76,Major_Appliances_v1_00
1111,"Danby Silhouette 30"" Stainless Steel Under-Cabinet  Range Hood
This Hood is WAY more powerful than our old microwave/vent combo.  I love the industrial look.  I also love than the filters clean so easily and the lights are a nice bright warm color.",R3SGGT9DW99NTV,Major_Appliances_v1_00
1112,"19"" W 30 lb. Portable Ice Maker in Silver
I love lour ice maker machine. It has worked perfectly since we purchased it and we have enjoyed soft crunching ice ever since. It works best with refrigerated water poured into it.",R1O92MSM3Q3BML,Major_Appliances_v1_00
1113,"OEM Genuine Factory Whirlpool Kenmore Sears Maytag Roper Estate Dryer Lid Door Switch Part # 3406107 - Replaces 3406109, 3406101, 3406100, 3405101 and 3405100
It's hard to beat OEM parts. This switch was a great replacement for a broken switch on my dryer. It took only about 3 minutes to change out and it works great.",R7ENGXT4XGORV,Major_Appliances_v1_00
1114,"Norge Dryer Lint Screen / Filter / Trap 33001808 Home Improvement
It is a little tighter in the hole than the original one, but it works great. It seem more heavy duty than the original. It also has a finer mesh, so it catches more link than my original.",R3I8JZBS31699F,Major_Appliances_v1_00
1115,"Smart Health Digital Programmable LCD Air Fryer with Rapid Air Technology Oil Free
We used this for the first time today. The fries came out very crispy and set up was really easy. I had no idea how versatile it is, I can't wait to try other things in it!",R1V68M0UW9HO47,Major_Appliances_v1_00
1116,"Speed Queen 3.3 Cu. Ft. White Top Load Washer - AWN542
Probability one of the best washers out there right now. It cleans clothes almost as well as my old washer from the 80's and way better than my brothers front loader.",RJNX6ZPDRH5IZ,Major_Appliances_v1_00
1117,"Whirlpool WTW8800YW Cabrio 4.6 Cu. Ft. White Top Load Washer - Energy Star
I've had this unit 2 years I'm hope I'll get 2 more years... My front load GE died after 6 years.... I wish I could buy a machine what was worth a dime.",R1IT6T8BN1ZYGQ,Major_Appliances_v1_00
1118,"Replacement Heating Element & Thermostat Kit Fuse 279838 279816 3387134 3392519
Parts are affordable but I've bought this kit twice and it lasts about two weeks before it goes out - my suggestion is to go ahead and spend the extra money for genuine parts",R6XW2PQWSG87D,Major_Appliances_v1_00
1119,"Wine Enthusiast 18-Bottle Touchscreen Wine Refrigerator (Slimline - 2-Temp)
A great buy, my wife makes mead and this has made life better. No more monitoring temps in the closet!  Only drawback would be the shelves, a bit cheap on an otherwise very nice unit.",R39ZGPE60920VN,Major_Appliances_v1_00
1120,"High Baking Rack for Sharp Microwave / Convection Ovens FAMI-B006MRM
There's nothing wrong with the rack that came with the oven but I needed a taller one to expedite toasting/broiling.  $46...you've got to be kidding.  It's robbery.",RO0QNWZXF9FXI,Major_Appliances_v1_00
1121,"279948 NEW OEM FACTORY WHIRLPOOL KENMORE MAYTAG DRYER KIT WITH FREE 3392519 FUSE
The plastic wheel on the idler (tension) pulley had pieces of the sidewall broken off, but I was able to make it work. Packaging could have been better to prevent damage. Otherwise, it worked well.",R2EPFZE6BH9G4J,Major_Appliances_v1_00
1122,"( 2 PACK ) 3392519 - DRYER THERMAL FUSE for Whirlpool Kenmore Sears Maytag Roper KitchenAid Amana Admiral and others - Thermofuse located on Blower wheel cover area
I have gone through three now, changed the thermostat, the high heat thermostat, and the heat coil. Sometimes you just have to call it a lemon and move on.,",R2GK6IQDQ38ISS,Major_Appliances_v1_00
1123,"Maytag Jenn Air water filter replacement by ecofresca EFW-UKF70 is Compatible with Maytag / Jenn Air Refrigerator Water Filter model UKF-7003, UKF7003AXX, 7003AXXP, UKF7002AXX, 7002, UKF7001AXX, 7001, UKF6001AXX, 6001, UKF5001AXX, 5001
This filter works just fine but is entirely too expensive.  Save your money and purchase a in-line filter that is much cheaper and last ten times as long.",RBONK7RQW9S47,Major_Appliances_v1_00
1124,"Whynter Stainless Steel Cigar Cooler Humidor
Great humi! I would give it 5 stars if it went up to 70 degrees, it tops out at 66. Great for keeping stogies fresh, not good for aging. Cedar smell is amazing!",R1J0H51N5CN5ZY,Major_Appliances_v1_00
1125,"SPT Energy Star 3.2 cu.ft. Double Door Refrigerator in Stainless Steel
This is great.  It is a shop refrigerator and is big enough for more than a few cans.  It currently has a variety of things in it including juice, cream, water, etc.  A good buy.",R14QCP7NUBM7VO,Major_Appliances_v1_00
1126,"Koolatron Dual Zone 24-Bottle Wine Cellar
I wouldn't recommend buying this item. It arrived severely damaged during the shipping process. Something this large and heavy should be purchased locally.",R11SIF7XQ40R9G,Major_Appliances_v1_00
1127,"CH4836-456500 Range Oven Elements (Kenmore/Roper/Whirlpool)
Absolutely fabulous!!!  Fits perfectly.  Slid right in!!!  I also cannot say enough nice things about this company.  I will definitely be buying from this company again!!!",R3LLNF2SEWJNFN,Major_Appliances_v1_00
1128,"NEW Replacement Part - Frigidaire Washer Drain pump assembly Part# 134051200
I love it, the installation was very straight forward.  30 mins is all you need and save money by doing it yourself.  It performs as it should, great buy.",R3DBU09MVKAUC0,Major_Appliances_v1_00
1129,"Eclipse Kendall Blackout Thermal Curtain Panel
I love the curtains but now I look at the window and wishing there was a valance to match. I'm trying to get a hold of the seller to find out if the have them",R3W587IFW9YWMP,Home_v1_00
1130,"Hoover Windtunnel T-Series Rewind Upright Vacuum Cartridge HEPA Filter, Item Replaces Hoover Part # 303172001, 303172002 by ZVac
This is the 2nd time I've purchased this filter for our vacuum and there's no difference between this filter and the filter our local vac shop sells, except they cost half the price.",R2S5PPIT2JQQKJ,Home_v1_00
1131,"Dark Brown Beaded Curtain 125 Strands (+hanging hardware)
it arrived with some of the strands broken.  we put it up anyway but it is too delicate.  strands break easily.  i should have sent it back as it was somewhat pricey.",R3A36OCP8JWMXD,Home_v1_00
1132,"DII Portable Travel Collapsible Mesh Shower Caddie/Bath Tote with Pockets, Perfect for College Dorm, Pools, Gyms, Beaches, Locker Rooms - Pink
This bag is fairly small, but it is useful. Whether you use as a shower caddy, or for taking smaller items to the pool or beach, it is sturdy and useful.",R3A4BSS61EARZ9,Home_v1_00
1133,"Elegant Comfort 1500 Thread Count WRINKLE & FADE RESISTANT 4-Piece Egyptian Quality Softness Bed Sheet Set, Deep Pocket Up to 16"" - All Size and Colors
Great at first.  After a couple months they are now pilly and uncomfortable.  don't fall for the thread count they are microfiber which for towels means soft and for sheets means cheap.",R2XZAQVUGCMNCG,Home_v1_00
1134,"Natural Burlap Ribbon, 1-1/2"" X 10Yd
This is perfect for wrapping my home made soap and looks really cute.  I don't know if it would hold up to much wear and tear tho - the weave is very loose.",R2H67PD36P0T7S,Home_v1_00
1135,"Hoover Vacuum Cleaner Air Steerable WindTunnel Bagless Lightweight Corded Upright UH72400
Yep - this works great. Got it on Amazon prime day, had a credit - and got it for way cheaper than in the store. Works great, the selling feature for me was the swivel/stearable head.",R1O80Y0UG2MEHG,Home_v1_00
1136,"Rubbermaid Pan
So far so good.  Ordered to replace slimy sink liners.  These are staying clean and look very nice.  I could have bought them in the store but it is so convenient to have them delivered right to me!",RZV9MB0G1MMV5,Home_v1_00
1137,"Sheridan Jewelry Armoire
Box was really torn up when delivered had a ding on the corner of the top decided to keep it instead of sending it b back. Wish I could get matching paint .I like the armoire was what I wanted.",R1I6E4VKBDUTZU,Home_v1_00
1138,"Utopia Bedding Thermal Insulated Blackout Curtains, 2 Panels, 52"" x 63""
Great product! These curtains are beautiful and they get the job done. The room is so much cooler and we can now enjoy watching tv at any time of the day when the curtains are closed.",R1VUNO1QTO7PWC,Home_v1_00
1139,"EK Tools Paper Punch
Item works as expected but really large for your Dexcom. Next I will be buying the smal and would advise you to do the same if this is for your DexCom transmitter site.",R3MBW0FMY8Z04L,Home_v1_00
1140,"Modern DIY Large Wall Clock 3D Mirror Surface Sticker,Black
Be careful with the clock hands when taking them out of the package. They bend easily. When you bend them back into place they never look the same again...",R3P3SMJOAAOW9W,Home_v1_00
1141,"T-explorer Handmade Woven Palm Fans Sunflower Leaf Handheld Fans,natural
There's a reason why this shape of palm branch fan has stood the test of time! Very happy with the amount of air this fan pushes with a minimum of effort.",RIIR1LY5PVG8K,Home_v1_00
1142,"Honeywell HYF023W Comfort Control Tower Fan, Wide Area Cooling, White
Got this fan for my daughters nursery and I love it. Doesn't take up space, looks decent, puts out good air flow and creates white noise, too. Very happy with this purchase",R3RKU3QB86PCTT,Home_v1_00
1143,"LaCrosse Technology LED Indoor/Outdoor Thermometer
Absolutely so handy to have, I open my eyes and it gives me the full spectrum happening outside my home -- as well<br />as the temp inside the home!<br />Love this item XOXO",RSLA94QYW6YDP,Home_v1_00
